23,11|22,11|1
133,75|134,75|1
77,21|77,20|1
77,52|77,51|1
60,61|59,61|1
104,87|105,87|1
77,52|77,53|1
39,91|38,91|1
19,50|19,51|1
123,74|123,73|1
81,17|82,17|1
123,74|123,75|1
115,114|115,113|1
73,29|73,28|1
115,114|115,115|1
80,101|81,101|1
11,9|10,9|1
105,38|105,37|1
105,38|105,39|1
111,3|112,3|1
61,41|61,40|1
7,75|7,74|1
83,69|84,69|1
15,58|15,57|1
6,71|7,71|1
15,58|15,59|1
89,57|89,58|1
65,75|65,76|1
80,125|81,125|1
59,67|59,68|1
81,83|80,83|1
85,61|86,61|1
29,121|30,121|1
21,111|21,110|1
50,95|51,95|1
129,117|128,117|1
113,61|114,61|1
93,117|93,116|1
48,115|47,115|1
57,118|57,117|1
35,123|35,124|1
11,50|11,49|1
57,118|57,119|1
130,55|131,55|1
11,13|10,13|1
34,19|35,19|1
129,113|130,113|1
16,53|15,53|1
97,105|97,104|1
71,129|71,130|1
97,105|97,106|1
129,36|129,35|1
129,36|129,37|1
5,37|5,38|1
139,67|138,67|1
21,121|20,121|1
61,25|60,25|1
70,115|69,115|1
47,17|47,16|1
110,65|111,65|1
76,73|75,73|1
123,111|123,110|1
74,111|75,111|1
11,24|11,25|1
17,43|18,43|1
15,131|15,130|1
9,132|9,131|1
81,87|82,87|1
9,132|9,133|1
114,89|113,89|1
2,45|1,45|1
101,40|101,39|1
59,15|59,16|1
25,41|26,41|1
109,5|110,5|1
101,40|101,41|1
15,25|16,25|1
127,89|127,88|1
112,119|111,119|1
39,32|39,31|1
3,9|4,9|1
39,32|39,33|1
15,61|16,61|1
106,15|105,15|1
120,61|121,61|1
61,135|62,135|1
13,50|13,49|1
125,89|124,89|1
52,95|53,95|1
21,7|21,8|1
8,29|7,29|1
58,15|59,15|1
35,6|35,5|1
111,41|112,41|1
82,79|81,79|1
35,6|35,7|1
1,107|2,107|1
11,24|11,23|1
60,93|61,93|1
111,119|112,119|1
35,29|34,29|1
11,58|11,57|1
11,58|11,59|1
135,14|135,13|1
50,133|51,133|1
135,14|135,15|1
57,136|57,135|1
57,136|57,137|1
11,121|10,121|1
89,39|89,38|1
111,23|112,23|1
121,94|121,93|1
121,94|121,95|1
72,99|71,99|1
101,45|102,45|1
55,67|55,68|1
68,65|67,65|1
81,61|82,61|1
75,16|75,15|1
57,33|57,34|1
27,135|27,136|1
75,16|75,17|1
45,87|45,88|1
107,55|106,55|1
57,83|58,83|1
116,27|117,27|1
95,1|94,1|1
57,33|57,32|1
45,87|45,86|1
125,61|126,61|1
47,109|48,109|1
33,47|32,47|1
53,85|53,84|1
55,46|55,47|1
132,35|133,35|1
53,85|53,86|1
50,77|51,77|1
19,31|20,31|1
139,29|139,28|1
54,15|53,15|1
89,117|89,116|1
99,55|99,54|1
99,55|99,56|1
129,69|130,69|1
17,127|17,126|1
46,17|47,17|1
3,57|3,56|1
139,125|139,126|1
15,39|15,40|1
19,15|18,15|1
100,101|101,101|1
55,15|55,14|1
28,37|27,37|1
2,135|3,135|1
55,46|55,45|1
127,69|126,69|1
79,69|78,69|1
53,117|53,118|1
119,27|119,28|1
129,69|129,68|1
73,103|72,103|1
3,9|2,9|1
51,98|51,97|1
117,67|118,67|1
51,98|51,99|1
13,43|14,43|1
43,69|43,70|1
44,31|43,31|1
90,67|89,67|1
73,91|73,90|1
119,51|119,52|1
109,55|109,56|1
120,87|119,87|1
47,45|46,45|1
31,129|31,128|1
105,7|106,7|1
9,40|9,39|1
98,91|99,91|1
110,103|111,103|1
88,57|89,57|1
6,111|7,111|1
125,135|125,134|1
129,87|129,86|1
71,122|71,121|1
9,40|9,41|1
129,87|129,88|1
71,122|71,123|1
5,79|6,79|1
121,1|122,1|1
55,103|56,103|1
131,130|131,131|1
108,29|109,29|1
32,119|33,119|1
69,133|69,132|1
11,50|11,51|1
21,135|22,135|1
43,85|44,85|1
132,83|133,83|1
89,10|89,9|1
86,57|87,57|1
71,21|71,22|1
83,43|84,43|1
35,13|36,13|1
45,113|45,112|1
108,89|109,89|1
135,47|135,46|1
45,113|45,114|1
83,57|83,56|1
83,57|83,58|1
121,45|121,46|1
131,130|131,129|1
15,43|16,43|1
3,55|4,55|1
5,17|6,17|1
53,67|53,66|1
118,97|117,97|1
41,92|41,91|1
108,13|109,13|1
41,92|41,93|1
134,11|133,11|1
103,91|104,91|1
13,50|13,51|1
101,13|101,12|1
68,83|67,83|1
77,49|77,48|1
37,32|37,31|1
8,95|9,95|1
37,32|37,33|1
35,9|35,10|1
33,99|32,99|1
90,65|91,65|1
77,49|77,50|1
37,95|38,95|1
47,127|47,126|1
137,99|137,100|1
47,127|47,128|1
13,61|14,61|1
51,15|51,16|1
7,60|7,59|1
33,97|33,98|1
129,9|129,10|1
7,60|7,61|1
115,10|115,9|1
77,71|78,71|1
75,3|76,3|1
124,21|125,21|1
87,96|87,97|1
121,36|121,35|1
53,35|52,35|1
45,131|45,130|1
121,36|121,37|1
123,87|122,87|1
45,131|45,132|1
89,51|88,51|1
49,117|49,118|1
87,96|87,95|1
90,49|89,49|1
29,89|29,88|1
19,121|20,121|1
98,37|97,37|1
129,73|128,73|1
10,11|11,11|1
47,27|46,27|1
121,63|121,64|1
139,135|139,136|1
62,23|63,23|1
130,79|131,79|1
55,90|55,89|1
23,107|23,106|1
139,38|139,37|1
23,107|23,108|1
139,38|139,39|1
133,99|134,99|1
73,73|73,72|1
104,95|103,95|1
101,22|101,21|1
19,2|19,1|1
93,131|92,131|1
101,22|101,23|1
19,2|19,3|1
53,6|53,5|1
53,6|53,7|1
100,1|99,1|1
26,89|25,89|1
107,6|107,7|1
17,111|17,112|1
86,119|85,119|1
22,99|23,99|1
109,109|109,110|1
130,97|131,97|1
36,101|35,101|1
67,122|67,121|1
67,122|67,123|1
19,31|19,32|1
11,95|12,95|1
12,71|11,71|1
1,41|1,42|1
107,6|107,5|1
91,97|92,97|1
53,98|53,97|1
53,98|53,99|1
119,27|120,27|1
125,20|125,19|1
15,103|16,103|1
1,106|1,105|1
125,20|125,21|1
1,106|1,107|1
129,3|129,2|1
66,65|65,65|1
129,3|129,4|1
86,39|87,39|1
82,109|81,109|1
105,5|105,4|1
131,37|132,37|1
135,107|135,106|1
105,5|105,6|1
133,67|133,66|1
133,67|133,68|1
87,78|87,79|1
126,29|125,29|1
3,85|2,85|1
131,113|131,114|1
87,33|86,33|1
31,2|31,1|1
7,25|7,26|1
31,2|31,3|1
2,117|3,117|1
109,109|109,108|1
42,25|41,25|1
121,25|122,25|1
53,125|54,125|1
87,31|87,32|1
25,115|24,115|1
135,51|134,51|1
10,127|9,127|1
135,21|136,21|1
3,37|4,37|1
99,94|99,93|1
125,91|124,91|1
111,76|111,75|1
13,135|12,135|1
13,95|14,95|1
99,94|99,95|1
111,76|111,77|1
97,89|97,88|1
87,78|87,77|1
62,117|61,117|1
130,59|129,59|1
14,113|13,113|1
93,55|93,56|1
15,121|15,122|1
23,116|23,115|1
112,3|111,3|1
23,116|23,117|1
42,61|43,61|1
105,71|106,71|1
70,77|71,77|1
7,16|7,15|1
97,37|97,36|1
7,16|7,17|1
130,111|129,111|1
35,84|35,83|1
79,93|80,93|1
14,131|13,131|1
93,39|92,39|1
1,137|1,136|1
41,1|40,1|1
47,100|47,99|1
47,30|47,31|1
35,84|35,85|1
105,124|105,123|1
105,124|105,125|1
17,70|17,69|1
65,13|65,14|1
65,123|65,122|1
77,61|76,61|1
116,9|117,9|1
101,101|100,101|1
133,17|134,17|1
54,9|55,9|1
104,29|105,29|1
99,42|99,43|1
47,30|47,29|1
52,117|51,117|1
99,112|99,111|1
20,23|19,23|1
15,83|15,84|1
99,112|99,113|1
29,81|29,80|1
55,90|55,91|1
29,124|29,123|1
9,69|8,69|1
29,124|29,125|1
131,23|131,22|1
8,7|9,7|1
99,42|99,41|1
131,23|131,24|1
107,79|106,79|1
102,51|103,51|1
35,53|35,52|1
45,103|46,103|1
33,21|32,21|1
75,69|74,69|1
91,37|91,36|1
51,67|51,68|1
69,103|68,103|1
22,137|23,137|1
126,3|125,3|1
139,91|139,90|1
139,91|139,92|1
42,69|43,69|1
3,74|3,73|1
3,74|3,75|1
29,19|29,20|1
131,47|131,46|1
131,47|131,48|1
31,29|30,29|1
128,57|127,57|1
29,13|28,13|1
24,89|23,89|1
79,1|78,1|1
65,132|65,131|1
88,99|87,99|1
133,31|132,31|1
65,132|65,133|1
29,19|29,18|1
62,13|61,13|1
137,83|138,83|1
51,65|52,65|1
67,43|67,44|1
84,31|85,31|1
64,65|63,65|1
124,75|123,75|1
103,81|102,81|1
40,17|41,17|1
91,41|92,41|1
43,97|42,97|1
20,93|19,93|1
38,71|39,71|1
93,37|93,38|1
35,131|35,132|1
16,13|17,13|1
48,1|47,1|1
67,27|68,27|1
115,93|115,94|1
1,124|1,123|1
1,124|1,125|1
79,75|79,76|1
16,1|17,1|1
104,31|105,31|1
8,7|7,7|1
36,17|35,17|1
1,94|1,93|1
1,94|1,95|1
69,102|69,101|1
80,107|79,107|1
99,76|99,75|1
69,102|69,103|1
99,76|99,77|1
95,83|94,83|1
103,125|102,125|1
23,94|23,93|1
77,93|77,94|1
15,65|15,64|1
15,65|15,66|1
45,25|45,24|1
33,48|33,47|1
127,117|126,117|1
23,94|23,95|1
33,48|33,49|1
133,27|133,28|1
104,91|105,91|1
111,18|111,17|1
111,18|111,19|1
135,11|134,11|1
78,105|79,105|1
2,57|1,57|1
94,19|95,19|1
61,129|61,130|1
133,51|133,52|1
126,117|127,117|1
75,41|75,40|1
79,54|79,53|1
33,59|34,59|1
75,41|75,42|1
79,54|79,55|1
29,103|28,103|1
105,42|105,41|1
17,70|17,71|1
105,42|105,43|1
64,111|65,111|1
110,139|109,139|1
29,81|29,82|1
25,19|25,20|1
63,70|63,71|1
43,7|42,7|1
18,3|17,3|1
73,54|73,53|1
73,54|73,55|1
51,105|51,104|1
101,58|101,57|1
101,58|101,59|1
136,119|137,119|1
19,111|20,111|1
96,49|97,49|1
5,5|5,6|1
101,110|101,111|1
16,127|15,127|1
55,55|54,55|1
31,73|30,73|1
111,13|110,13|1
2,21|1,21|1
63,70|63,69|1
51,135|52,135|1
113,73|113,72|1
113,73|113,74|1
136,51|135,51|1
121,91|120,91|1
38,133|37,133|1
101,71|102,71|1
41,77|41,78|1
17,23|16,23|1
109,1|108,1|1
101,110|101,109|1
18,21|17,21|1
125,85|126,85|1
17,135|17,134|1
17,135|17,136|1
89,9|89,8|1
113,27|114,27|1
58,53|59,53|1
7,78|7,77|1
31,119|32,119|1
7,78|7,79|1
18,83|19,83|1
33,84|33,83|1
41,111|42,111|1
33,84|33,85|1
110,5|111,5|1
16,31|17,31|1
106,99|105,99|1
73,99|74,99|1
10,31|9,31|1
79,93|79,92|1
79,3|79,2|1
7,61|6,61|1
66,125|67,125|1
99,103|98,103|1
137,55|136,55|1
135,31|135,30|1
12,83|13,83|1
103,10|103,11|1
82,29|81,29|1
104,101|105,101|1
76,137|75,137|1
31,14|31,13|1
38,61|37,61|1
126,91|127,91|1
4,77|5,77|1
31,14|31,15|1
137,25|138,25|1
37,136|37,135|1
37,136|37,137|1
25,81|25,82|1
3,137|2,137|1
137,125|138,125|1
113,11|114,11|1
132,125|131,125|1
25,81|25,80|1
90,117|91,117|1
78,23|79,23|1
43,82|43,81|1
43,82|43,83|1
113,82|113,81|1
113,82|113,83|1
88,21|87,21|1
56,5|57,5|1
131,125|132,125|1
105,75|105,74|1
30,105|29,105|1
21,129|21,128|1
105,75|105,76|1
22,119|23,119|1
73,36|73,35|1
23,19|23,20|1
73,36|73,37|1
100,139|99,139|1
59,133|59,132|1
59,133|59,134|1
35,51|36,51|1
96,101|97,101|1
23,13|22,13|1
139,139|140,139|1
11,135|12,135|1
7,93|8,93|1
111,93|111,92|1
111,93|111,94|1
57,37|56,37|1
139,35|138,35|1
25,3|25,2|1
113,87|114,87|1
83,125|84,125|1
91,19|91,20|1
101,17|100,17|1
86,91|85,91|1
91,13|90,13|1
83,83|83,84|1
92,89|91,89|1
137,11|137,10|1
137,11|137,12|1
71,43|70,43|1
114,57|113,57|1
121,9|121,10|1
91,81|91,80|1
91,81|91,82|1
73,101|74,101|1
29,7|29,6|1
101,119|101,118|1
95,69|96,69|1
29,7|29,8|1
39,99|40,99|1
101,119|101,120|1
22,81|21,81|1
133,137|132,137|1
80,31|81,31|1
45,65|44,65|1
62,25|63,25|1
55,19|54,19|1
37,127|37,126|1
6,109|5,109|1
37,127|37,128|1
25,1|24,1|1
56,17|57,17|1
139,121|139,120|1
49,47|48,47|1
139,121|139,122|1
5,81|6,81|1
100,31|99,31|1
21,7|20,7|1
45,31|46,31|1
3,119|2,119|1
139,107|139,106|1
139,107|139,108|1
12,65|13,65|1
97,77|96,77|1
75,93|75,94|1
33,33|34,33|1
73,75|73,76|1
25,95|26,95|1
27,50|27,51|1
4,7|5,7|1
125,33|124,33|1
34,61|33,61|1
32,35|33,35|1
109,50|109,49|1
27,81|27,80|1
93,121|93,120|1
27,81|27,82|1
13,107|13,108|1
36,47|37,47|1
32,69|31,69|1
11,15|12,15|1
109,50|109,51|1
123,49|123,48|1
72,41|73,41|1
18,73|17,73|1
124,71|125,71|1
73,23|73,24|1
57,122|57,121|1
57,122|57,123|1
35,93|34,93|1
135,135|136,135|1
27,61|28,61|1
65,7|65,8|1
76,23|77,23|1
138,1|139,1|1
101,95|102,95|1
27,50|27,49|1
89,87|88,87|1
38,99|39,99|1
72,109|71,109|1
91,138|91,137|1
63,95|63,96|1
57,40|57,41|1
91,138|91,139|1
7,43|8,43|1
18,107|17,107|1
19,55|19,54|1
27,95|28,95|1
121,29|121,30|1
19,55|19,56|1
125,134|125,135|1
71,57|71,56|1
113,55|113,54|1
81,16|81,15|1
71,57|71,58|1
81,16|81,17|1
1,1|0,1|1
41,31|42,31|1
12,13|13,13|1
125,134|125,133|1
90,49|91,49|1
4,45|3,45|1
127,93|127,94|1
60,43|61,43|1
119,77|119,76|1
121,29|121,28|1
67,90|67,91|1
105,7|105,6|1
91,31|90,31|1
119,77|119,78|1
127,37|126,37|1
60,105|59,105|1
125,13|125,12|1
107,75|108,75|1
23,25|24,25|1
57,85|58,85|1
25,32|25,31|1
25,32|25,33|1
23,81|23,80|1
116,31|117,31|1
49,45|49,44|1
49,84|49,83|1
56,125|57,125|1
49,45|50,45|1
49,84|49,85|1
33,101|34,101|1
3,49|4,49|1
119,61|120,61|1
69,117|69,118|1
3,114|3,113|1
67,35|66,35|1
3,114|3,115|1
135,129|134,129|1
89,103|88,103|1
139,137|138,137|1
131,131|132,131|1
4,7|3,7|1
73,88|73,87|1
10,83|11,83|1
73,88|73,89|1
87,101|86,101|1
3,61|2,61|1
127,13|126,13|1
14,73|13,73|1
6,69|7,69|1
22,63|21,63|1
82,73|81,73|1
60,77|61,77|1
137,62|137,61|1
137,62|137,63|1
123,135|123,134|1
25,43|26,43|1
51,129|51,128|1
79,129|78,129|1
67,90|67,89|1
58,77|57,77|1
29,59|28,59|1
97,61|98,61|1
39,2|39,1|1
60,95|61,95|1
86,21|85,21|1
12,1|13,1|1
83,128|83,127|1
39,2|39,3|1
109,83|109,84|1
83,128|83,129|1
89,21|89,20|1
23,59|22,59|1
7,97|8,97|1
77,100|77,99|1
82,107|83,107|1
54,111|55,111|1
31,109|32,109|1
80,83|81,83|1
38,47|39,47|1
120,91|119,91|1
116,111|117,111|1
41,39|42,39|1
42,117|41,117|1
103,23|102,23|1
91,129|91,130|1
12,119|13,119|1
125,55|125,56|1
14,37|13,37|1
71,75|71,74|1
35,103|36,103|1
1,61|1,62|1
129,125|129,124|1
127,50|127,49|1
101,125|101,126|1
127,50|127,51|1
12,137|13,137|1
39,37|39,38|1
133,55|132,55|1
47,97|47,96|1
47,97|47,98|1
19,37|19,36|1
49,21|48,21|1
65,20|65,19|1
19,37|19,38|1
74,83|73,83|1
12,55|11,55|1
55,111|54,111|1
99,39|99,38|1
139,7|139,8|1
65,20|65,21|1
129,99|128,99|1
4,89|5,89|1
51,138|51,137|1
87,73|87,72|1
51,138|51,139|1
136,135|135,135|1
139,7|139,6|1
15,9|15,10|1
128,95|129,95|1
63,33|63,32|1
63,33|63,34|1
60,25|61,25|1
2,65|3,65|1
47,91|46,91|1
111,121|110,121|1
55,81|54,81|1
21,43|22,43|1
67,15|67,16|1
9,103|9,104|1
101,48|101,47|1
101,48|101,49|1
58,95|57,95|1
67,83|68,83|1
81,129|81,130|1
87,122|87,121|1
105,55|106,55|1
79,13|79,14|1
87,122|87,123|1
67,67|67,68|1
25,59|24,59|1
6,135|5,135|1
93,61|94,61|1
52,31|51,31|1
53,89|52,89|1
121,103|121,102|1
15,139|15,138|1
101,75|101,74|1
3,127|3,126|1
101,75|101,76|1
28,105|29,105|1
81,129|81,128|1
59,25|60,25|1
117,15|117,16|1
134,119|135,119|1
88,51|89,51|1
52,35|53,35|1
117,81|117,80|1
117,81|117,82|1
105,100|105,101|1
104,139|105,139|1
115,81|114,81|1
43,128|43,127|1
26,35|25,35|1
43,128|43,129|1
93,95|92,95|1
113,97|113,96|1
113,97|113,98|1
56,69|57,69|1
125,46|125,45|1
26,71|25,71|1
125,46|125,47|1
86,101|87,101|1
95,135|94,135|1
129,30|129,29|1
69,72|69,71|1
135,77|134,77|1
69,72|69,73|1
36,99|37,99|1
84,73|83,73|1
129,30|129,31|1
106,43|105,43|1
98,39|99,39|1
11,55|11,54|1
121,1|121,2|1
135,47|136,47|1
83,42|83,41|1
138,133|139,133|1
34,113|33,113|1
83,42|83,43|1
115,15|116,15|1
93,3|93,2|1
67,20|67,19|1
93,3|93,4|1
47,3|48,3|1
65,65|66,65|1
78,65|77,65|1
6,63|5,63|1
63,17|62,17|1
10,35|9,35|1
101,13|102,13|1
120,87|121,87|1
41,83|42,83|1
116,85|115,85|1
109,83|110,83|1
81,138|81,137|1
67,20|67,21|1
81,138|81,139|1
97,39|97,40|1
136,27|137,27|1
80,79|79,79|1
129,108|129,107|1
129,108|129,109|1
43,45|43,46|1
49,7|49,8|1
37,23|38,23|1
49,66|49,65|1
87,131|87,130|1
103,55|103,54|1
49,66|49,67|1
77,105|77,106|1
75,63|74,63|1
125,41|124,41|1
81,55|81,54|1
79,56|79,55|1
81,55|81,56|1
61,87|60,87|1
79,56|79,57|1
117,43|116,43|1
101,39|101,40|1
67,49|67,48|1
3,117|4,117|1
13,19|13,18|1
117,111|116,111|1
129,121|129,120|1
54,95|53,95|1
41,105|41,104|1
41,105|41,106|1
53,92|53,91|1
115,77|115,76|1
53,92|53,93|1
41,129|41,130|1
105,23|105,22|1
83,21|83,20|1
103,99|102,99|1
21,119|21,120|1
47,79|47,78|1
83,21|83,22|1
11,138|11,137|1
11,138|11,139|1
119,43|120,43|1
67,65|68,65|1
51,2|51,1|1
31,111|32,111|1
51,2|51,3|1
41,129|41,128|1
108,23|107,23|1
117,19|116,19|1
77,70|77,69|1
107,31|106,31|1
127,97|126,97|1
18,85|19,85|1
11,37|11,38|1
25,7|25,6|1
102,59|101,59|1
41,27|41,28|1
47,48|47,47|1
119,43|119,44|1
47,48|47,49|1
79,13|80,13|1
122,33|123,33|1
95,31|95,32|1
102,105|101,105|1
32,99|33,99|1
19,77|18,77|1
137,15|138,15|1
18,133|17,133|1
27,136|27,135|1
105,83|105,84|1
27,136|27,137|1
54,25|53,25|1
58,61|59,61|1
118,123|117,123|1
67,115|66,115|1
119,61|119,60|1
63,20|63,19|1
125,37|125,36|1
130,75|129,75|1
45,97|45,96|1
45,97|45,98|1
26,53|25,53|1
105,100|105,99|1
107,83|106,83|1
17,95|16,95|1
13,60|13,59|1
110,115|109,115|1
79,38|79,37|1
79,38|79,39|1
63,20|63,21|1
133,62|133,61|1
133,62|133,63|1
44,1|43,1|1
113,115|114,115|1
28,13|29,13|1
138,101|137,101|1
30,29|31,29|1
104,87|103,87|1
35,91|35,90|1
23,89|24,89|1
132,101|131,101|1
84,85|85,85|1
43,27|43,28|1
85,35|86,35|1
63,65|64,65|1
104,57|105,57|1
29,65|29,64|1
4,83|3,83|1
117,39|117,40|1
138,55|139,55|1
55,59|55,58|1
29,137|30,137|1
131,51|131,52|1
5,85|4,85|1
105,139|104,139|1
47,131|47,130|1
39,81|39,80|1
38,11|37,11|1
39,81|39,82|1
109,11|108,11|1
97,83|97,84|1
117,75|117,74|1
41,138|41,137|1
41,138|41,139|1
47,66|47,65|1
5,105|6,105|1
103,79|103,80|1
47,66|47,67|1
39,19|40,19|1
53,74|53,73|1
108,41|109,41|1
35,89|35,90|1
53,74|53,75|1
117,110|117,109|1
102,111|103,111|1
98,13|99,13|1
117,110|117,111|1
129,137|128,137|1
19,95|18,95|1
24,35|23,35|1
106,103|105,103|1
8,117|7,117|1
93,10|93,9|1
36,19|35,19|1
44,71|45,71|1
137,127|137,126|1
5,13|6,13|1
137,127|137,128|1
129,65|128,65|1
54,77|53,77|1
119,12|119,11|1
119,12|119,13|1
57,64|57,63|1
137,121|137,120|1
57,64|57,65|1
137,121|137,122|1
37,123|36,123|1
21,96|21,97|1
139,66|139,65|1
21,33|20,33|1
105,79|104,79|1
139,66|139,67|1
125,19|125,20|1
128,137|129,137|1
69,19|68,19|1
21,96|21,95|1
6,41|7,41|1
56,25|55,25|1
131,107|132,107|1
71,105|71,106|1
99,41|98,41|1
15,25|14,25|1
75,65|75,66|1
77,70|77,71|1
106,67|105,67|1
131,24|131,23|1
5,67|4,67|1
10,119|9,119|1
25,31|25,32|1
131,24|131,25|1
102,137|101,137|1
71,135|72,135|1
29,65|30,65|1
107,63|107,62|1
13,103|12,103|1
61,7|61,6|1
98,47|97,47|1
61,65|62,65|1
7,5|7,4|1
7,5|7,6|1
61,111|62,111|1
62,123|63,123|1
40,117|41,117|1
83,121|82,121|1
45,132|45,131|1
135,122|135,121|1
45,132|45,133|1
135,122|135,123|1
79,3|78,3|1
67,105|67,104|1
13,60|13,61|1
67,105|67,106|1
77,131|77,130|1
45,73|44,73|1
77,131|77,132|1
107,17|108,17|1
88,93|89,93|1
99,129|98,129|1
41,79|41,78|1
76,61|77,61|1
46,69|45,69|1
43,91|42,91|1
136,17|135,17|1
41,79|41,80|1
47,33|48,33|1
15,95|14,95|1
72,135|71,135|1
124,101|123,101|1
8,51|7,51|1
136,35|137,35|1
22,31|23,31|1
91,96|91,95|1
91,96|91,97|1
12,15|13,15|1
132,35|131,35|1
103,17|104,17|1
19,93|20,93|1
45,71|45,72|1
103,47|102,47|1
29,16|29,17|1
123,101|124,101|1
39,63|40,63|1
62,111|61,111|1
35,2|35,1|1
29,16|29,15|1
35,2|35,3|1
111,70|111,69|1
83,61|82,61|1
69,53|70,53|1
36,63|35,63|1
139,57|139,56|1
111,70|111,71|1
29,83|29,82|1
50,105|49,105|1
110,21|109,21|1
29,83|29,84|1
93,31|93,30|1
61,49|61,50|1
103,119|104,119|1
25,13|25,14|1
49,102|49,101|1
49,102|49,103|1
61,13|62,13|1
107,25|108,25|1
40,29|39,29|1
92,39|93,39|1
137,46|137,45|1
137,46|137,47|1
21,3|21,2|1
71,138|71,137|1
21,3|21,4|1
71,138|71,139|1
25,3|24,3|1
10,125|11,125|1
127,45|126,45|1
41,21|40,21|1
90,15|89,15|1
99,23|98,23|1
78,25|79,25|1
91,44|91,43|1
25,15|26,15|1
91,44|91,45|1
88,39|87,39|1
1,65|1,66|1
73,128|73,127|1
73,128|73,129|1
125,116|125,117|1
17,25|16,25|1
57,82|57,81|1
57,82|57,83|1
117,97|118,97|1
111,61|111,62|1
6,71|5,71|1
87,99|88,99|1
13,77|12,77|1
63,104|63,103|1
109,139|109,138|1
63,104|63,105|1
47,51|48,51|1
39,11|39,12|1
139,83|139,82|1
117,85|116,85|1
14,15|15,15|1
59,47|58,47|1
87,21|88,21|1
103,139|103,138|1
31,105|31,106|1
15,43|14,43|1
113,48|113,47|1
45,59|46,59|1
26,47|27,47|1
113,48|113,49|1
17,18|17,17|1
94,83|95,83|1
17,18|17,19|1
113,39|113,40|1
21,51|20,51|1
125,116|125,115|1
37,131|37,130|1
